,결과,득점_득점,공격종합성공률,후위성공률,퀵오픈성공률,서브성공률,디그성공률,세트성공률,리시브성공률,블로킹성공률,팀명_GS칼텍스,팀명_IBK기업은행,팀명_KGC인삼공사,팀명_페퍼저축은행,팀명_한국도로공사,팀명_현대건설,팀명_흥국생명,상대팀_GS칼텍스,상대팀_IBK기업은행,상대팀_KGC인삼공사,상대팀_페퍼저축은행,상대팀_한국도로공사,상대팀_현대건설,상대팀_흥국생명
807,0,36,0.29523809523809524,0.2222222222222222,0.18181818181818182,0.047619047619047616,0.734375,0.30097087378640774,0.3880597014925373,0.10344827586206896,0,0,0,0,0,0,1,0,0,1,0,0,0,0
808,0,45,0.3389830508474576,0.45454545454545453,0.4375,0.05357142857142857,0.8048780487804879,0.3125,0.6515151515151515,0.06666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0
809,1,80,0.35602094240837695,0.2857142857142857,0.37037037037037035,0.056074766355140186,0.916030534351145,0.3507853403141361,0.45348837209302323,0.08,0,0,0,0,0,0,1,0,1,0,0,0,0,0
810,0,37,0.30927835051546393,0.35714285714285715,0.42857142857142855,0.041666666666666664,0.8,0.27184466019417475,0.25396825396825395,0.1388888888888889,0,0,0,0,0,0,1,0,1,0,0,0,0,0
811,1,57,0.36134453781512604,0.3888888888888889,0.3333333333333333,0.058823529411764705,0.8764044943820225,0.37209302325581395,0.46551724137931033,0.20408163265306123,0,0,0,0,0,0,1,0,0,1,0,0,0,0
812,1,63,0.352112676056338,0.34615384615384615,0.4583333333333333,0.1267605633802817,0.9,0.34965034965034963,0.43283582089552236,0.0784313725490196,0,0,0,0,0,0,1,0,0,0,0,0,1,0
813,0,80,0.34574468085106386,0.34615384615384615,0.3333333333333333,0.06451612903225806,0.8688524590163934,0.3197969543147208,0.4423076923076923,0.11538461538461539,0,0,0,0,0,0,1,0,0,0,0,1,0,0
814,1,70,0.34523809523809523,0.22727272727272727,0.42424242424242425,0.08080808080808081,0.8288288288288288,0.33727810650887574,0.5425531914893617,0.04938271604938271,0,0,0,0,0,0,1,1,0,0,0,0,0,0
815,1,79,0.36363636363636365,0.4,0.47058823529411764,0.041666666666666664,0.890625,0.32786885245901637,0.5,0.13095238095238096,0,0,0,0,0,0,1,0,0,0,0,1,0,0
816,1,75,0.32222222222222224,0.25,0.35294117647058826,0.0707070707070707,0.896551724137931,0.2956989247311828,0.48314606741573035,0.11235955056179775,0,0,0,0,0,0,1,1,0,0,0,0,0,0
